age,job,marital,education,default,housing,loan,contact,day_of_week,campaign,pdays,poutcome,cons_price_idx,cons_conf_idx,prime_rate,y
40,management,married,university.degree,no,no,no,cellular,tue,4,999,nonexistent,93.918,-42.7,4.961,no
33,services,married,high.school,no,yes,no,cellular,tue,5,999,nonexistent,93.918,-42.7,4.961,no
33,admin.,single,university.degree,no,no,yes,cellular,tue,5,999,nonexistent,93.918,-42.7,4.961,no
21,services,single,high.school,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
33,blue-collar,married,basic.6y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,yes
46,blue-collar,married,basic.4y,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
31,admin.,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
31,admin.,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
31,admin.,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,basic.4y,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,blue-collar,divorced,basic.4y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,blue-collar,divorced,basic.4y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
36,admin.,single,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
36,admin.,single,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,basic.4y,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
36,admin.,single,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
46,housemaid,divorced,basic.4y,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
33,services,single,high.school,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,yes
27,blue-collar,married,basic.4y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
46,housemaid,divorced,basic.4y,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,blue-collar,married,basic.4y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
54,technician,married,high.school,no,no,no,cellular,tue,8,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,unknown,yes,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
46,housemaid,divorced,basic.4y,unknown,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,services,single,high.school,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
23,blue-collar,single,basic.9y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
28,blue-collar,single,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,blue-collar,married,unknown,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,blue-collar,married,unknown,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,yes
44,technician,married,professional.course,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
38,blue-collar,married,basic.4y,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,yes
39,blue-collar,single,high.school,unknown,yes,no,cellular,tue,6,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,basic.9y,no,yes,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
33,blue-collar,married,basic.6y,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
30,blue-collar,divorced,basic.9y,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
44,blue-collar,married,professional.course,unknown,no,no,cellular,tue,4,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,high.school,no,yes,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
45,services,married,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
40,admin.,married,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
22,admin.,single,high.school,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
32,technician,single,unknown,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
60,retired,married,basic.6y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
59,retired,married,basic.6y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,services,single,high.school,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
59,retired,married,basic.6y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
33,technician,single,professional.course,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
40,admin.,single,university.degree,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
37,admin.,married,university.degree,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
59,retired,married,basic.6y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
56,blue-collar,married,basic.4y,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,yes
35,services,single,high.school,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,services,single,high.school,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,services,single,high.school,unknown,yes,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,services,single,high.school,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
31,technician,married,professional.course,no,no,no,cellular,tue,6,999,nonexistent,93.918,-42.7,4.961,no
37,services,single,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
56,blue-collar,married,unknown,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,services,single,high.school,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
26,blue-collar,single,basic.9y,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
26,blue-collar,married,basic.4y,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
24,student,married,university.degree,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
38,self-employed,single,unknown,no,no,no,cellular,tue,8,999,nonexistent,93.918,-42.7,4.961,no
24,blue-collar,married,professional.course,no,no,no,cellular,tue,4,999,nonexistent,93.918,-42.7,4.961,no
30,blue-collar,married,basic.9y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
37,admin.,single,unknown,no,no,no,telephone,tue,13,999,nonexistent,93.918,-42.7,4.961,no
57,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
48,blue-collar,single,basic.4y,no,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
24,blue-collar,single,basic.6y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
54,services,married,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
38,blue-collar,married,basic.4y,unknown,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
25,blue-collar,married,basic.9y,no,yes,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
55,admin.,married,unknown,no,yes,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,university.degree,no,yes,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,university.degree,no,no,yes,telephone,tue,1,999,nonexistent,93.918,-42.7,4.961,no
41,blue-collar,married,basic.9y,no,yes,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
37,blue-collar,married,high.school,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
41,blue-collar,married,basic.9y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
49,admin.,married,university.degree,unknown,no,no,cellular,tue,6,999,nonexistent,93.918,-42.7,4.961,no
41,management,single,university.degree,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
23,blue-collar,single,basic.9y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
36,admin.,married,university.degree,unknown,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,high.school,no,no,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,no,yes,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
26,blue-collar,single,basic.6y,unknown,no,no,cellular,tue,5,999,nonexistent,93.918,-42.7,4.961,no
35,blue-collar,married,unknown,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
38,housemaid,married,basic.4y,unknown,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
59,retired,married,basic.6y,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
32,blue-collar,married,basic.4y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
44,blue-collar,married,basic.6y,unknown,yes,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
31,admin.,single,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,high.school,no,no,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
27,unemployed,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,unemployed,single,university.degree,no,no,no,telephone,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,unemployed,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,unemployed,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
32,blue-collar,married,basic.4y,no,no,yes,telephone,tue,1,999,nonexistent,93.918,-42.7,4.961,no
40,management,married,university.degree,no,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
31,self-employed,single,high.school,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
39,technician,married,professional.course,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
39,technician,married,professional.course,no,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
23,blue-collar,single,basic.9y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
56,admin.,married,unknown,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
29,admin.,single,university.degree,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
35,services,divorced,university.degree,no,no,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,yes
30,admin.,single,university.degree,no,no,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
30,management,single,high.school,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
32,blue-collar,married,basic.6y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,services,divorced,basic.9y,no,yes,no,telephone,tue,1,999,nonexistent,93.918,-42.7,4.961,no
34,services,single,high.school,no,no,no,telephone,tue,16,999,nonexistent,93.918,-42.7,4.961,no
29,technician,married,professional.course,no,no,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
49,admin.,married,basic.9y,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
26,blue-collar,single,basic.6y,unknown,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
46,technician,married,basic.9y,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,admin.,married,university.degree,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
32,admin.,married,basic.9y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,basic.4y,no,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
49,blue-collar,married,basic.9y,unknown,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,basic.4y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,basic.4y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
50,blue-collar,married,basic.4y,no,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,yes
36,services,divorced,professional.course,no,yes,no,telephone,tue,12,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,basic.4y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,basic.4y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
45,services,married,high.school,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
26,blue-collar,single,basic.6y,unknown,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,yes
31,technician,single,professional.course,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
35,blue-collar,married,university.degree,no,unknown,unknown,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
26,admin.,single,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
35,admin.,married,university.degree,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
40,blue-collar,married,basic.9y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
28,technician,single,high.school,no,no,no,cellular,tue,8,999,nonexistent,93.918,-42.7,4.961,no
46,self-employed,married,university.degree,no,no,yes,cellular,tue,12,999,nonexistent,93.918,-42.7,4.961,no
55,entrepreneur,divorced,unknown,no,no,no,cellular,tue,9,999,nonexistent,93.918,-42.7,4.961,no
25,blue-collar,single,high.school,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
53,technician,divorced,professional.course,no,yes,yes,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
35,services,divorced,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,yes
49,admin.,single,high.school,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
22,services,single,high.school,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
48,entrepreneur,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
56,retired,married,basic.4y,unknown,no,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
39,blue-collar,married,basic.4y,no,no,no,telephone,tue,2,999,nonexistent,93.918,-42.7,4.961,no
31,self-employed,single,high.school,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
31,self-employed,single,high.school,no,no,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
45,entrepreneur,divorced,professional.course,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
35,blue-collar,divorced,unknown,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
37,admin.,married,university.degree,no,yes,no,telephone,tue,3,999,nonexistent,93.918,-42.7,4.961,no
33,technician,single,professional.course,no,no,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
49,admin.,married,high.school,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,blue-collar,single,basic.6y,no,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
36,admin.,single,unknown,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
36,admin.,single,unknown,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
34,services,single,high.school,no,unknown,unknown,cellular,tue,12,999,nonexistent,93.918,-42.7,4.961,no
27,blue-collar,single,basic.6y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,yes
57,management,married,university.degree,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
57,management,married,university.degree,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
49,unemployed,married,basic.4y,unknown,yes,yes,cellular,tue,17,999,nonexistent,93.918,-42.7,4.961,no
51,entrepreneur,married,university.degree,unknown,yes,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
28,technician,single,high.school,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
44,admin.,married,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
41,blue-collar,married,unknown,unknown,yes,yes,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
52,retired,divorced,professional.course,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
45,entrepreneur,divorced,professional.course,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
33,technician,single,professional.course,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
48,blue-collar,married,basic.4y,no,yes,no,telephone,tue,1,999,nonexistent,93.918,-42.7,4.961,no
36,admin.,single,high.school,no,no,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
31,self-employed,single,high.school,no,no,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
29,blue-collar,single,high.school,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,yes
48,blue-collar,married,basic.4y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
28,technician,single,high.school,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,basic.4y,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
45,services,married,high.school,unknown,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
49,unemployed,married,basic.4y,unknown,yes,no,telephone,tue,4,999,nonexistent,93.918,-42.7,4.961,no
28,admin.,married,high.school,no,unknown,unknown,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
40,blue-collar,married,high.school,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
50,entrepreneur,married,university.degree,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
46,unemployed,married,professional.course,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
44,technician,married,high.school,no,yes,no,telephone,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
31,blue-collar,single,basic.4y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,admin.,married,professional.course,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
53,admin.,single,unknown,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
39,blue-collar,married,basic.9y,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
33,blue-collar,divorced,basic.9y,no,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
35,blue-collar,divorced,basic.4y,no,no,yes,cellular,tue,4,999,nonexistent,93.918,-42.7,4.961,no
31,admin.,single,university.degree,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
51,housemaid,married,basic.9y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
38,housemaid,married,basic.4y,unknown,yes,no,cellular,tue,6,999,nonexistent,93.918,-42.7,4.961,no
48,technician,single,professional.course,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,unknown,no,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,admin.,single,university.degree,unknown,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
37,student,single,unknown,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
28,technician,single,high.school,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
35,admin.,married,university.degree,unknown,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
40,management,married,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
